"Papers_Title","Papers_Keywords","Papers_OfficialReview_list2_StrengthandWeak","Papers_OfficialReview_list2_Rating","Papers_OfficialReview_list2_Confidence"
"An Analytical Solution to Gauss-Newton Loss for Direct Image Alignment","Code Of Ethics: I acknowledge that I and all co-authors of this work have read and commit to adhering to the ICLR Code of Ethics.","The paper is required to give more comparisons with state-of-the-art in terms of accuracy of SE3
Can the authors provide more training details of the proposed method, for example, the feature embedding network E, the learning rate, the batch size.","6: marginally above the acceptance threshold","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"An Analytical Solution to Gauss-Newton Loss for Direct Image Alignment","Code Of Ethics: I acknowledge that I and all co-authors of this work have read and commit to adhering to the ICLR Code of Ethics.","No major weakness.
It would be interesting to see more discussions on the insight to the end-to-end learning framework's limitation, and a solution to that.
It would be interesting to see this approach handles outliers inherently.
It would be interesting to see this approach is applied to other areas.","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Learning Energy Decompositions for Partial Inference in GFlowNets","Keywords: Generative flow networks, reinforcement learning, generative models","Learning the decomposition of the terminal potentials is interesting, but there are no theoretical guarantees that the learned decompositon provides meaningful local credits in all settings.
In terms of the empirical results, while the method performs quite well on a variety of tasks - there is an important caveat to note which is the size of the problems. The trajectory length in the problems considered is quite small. There are no experiments on problems with long trajectories which is where the local credit assginment would be critical and thus demonstrate the efficacy of the approach.
Another motivation for the approach even in the presence of ideal intermediate signals is that the true intermediate energy function can be expensive to compute. However, all the experiments consider tasks where this is not the case. So it is unclear whether there is a significant computational advantage.
Another important caveat of the empirical analysis is that it focuses on discrete problems and does not consider the continous case.","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Learning Energy Decompositions for Partial Inference in GFlowNets","Keywords: Generative flow networks, reinforcement learning, generative models","See questions.","8: accept, good paper","2: You are willing to defend your assessment, but it is quite likely that you did not understand the central parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Learning Energy Decompositions for Partial Inference in GFlowNets","Keywords: Generative flow networks, reinforcement learning, generative models","I take issue with the use of ""partial inference of GFlowNets"" in the title and ""partial inference"" elsewhere and would strongly suggest for this to be revised.
""Inference of X"" means, given some information related to X, producing an instance of X or a distribution over X. So ""partial inference of GFlowNets"" should mean learning part of a GFlowNet, or learning it from incomplete information. This is not what is done in this paper: the whole GFlowNet is learned, but some terms in the objective can be computed using partial trajectories.
The third paragraph of the introduction and the second paragraph of 2.2 attributes ""partial inference"" to [Pan et al., 2023a], but in fact that paper does not introduce this term and does not ever use it.
The minimal fix would be to make the title ""partial inference of in/for GFlowNets"", which would more accurately describe what is being done.
Small errors in exposition on GFlowNets:
Error on the top of p.3:
exp⁡(−E(x))
is the reward, not the energy.
End of 2.1: SubTB as written does not ""interpolate between DB and TB"". It only interpolates if one uses the
λ
parameter from [Madan et al., 2023], in which case it indeed interpolates between DB (
λ→0+
) and TB (
λ→+∞
).
2.2: As written, (2) simply does not make sense:
E
is defined to be a function with domain
X
, but then it is applied to nonterminal states
s
! This can be fixed by writing that FL assumes an extension of
E
to nonterminal states, and that the freedom we have in the choice of this extension is a starting point for this paper (+ briefly discuss possible sources of the partial energies).
Limitations/costs/failure modes of the proposed algorithm are not discussed.
Missing details on the form of the model that predicts
ϕ
(I could not find them in the appendix). Does it share some parameters with the flow and policy models? It is an interesting question how simple or complex the energy decomposition model needs to be, relative to the policy model, in order to be useful.
Some theoretical characterization of the optimal energy decomposition would be helpful (even in the case of a tree-shaped state space).
In all plots with curves, please use markers or line styles, and not just colour, to distinguish the curves.
I am very willing to raise the score to 6 or even 8 if the above weaknesses and below questions are addressed.","8: accept, good paper","5: You are absolutely certain about your assessment. You are very familiar with the related work and checked the math/other details carefully."
"Learning Energy Decompositions for Partial Inference in GFlowNets","Keywords: Generative flow networks, reinforcement learning, generative models","Please see the following questions.","8: accept, good paper","5: You are absolutely certain about your assessment. You are very familiar with the related work and checked the math/other details carefully."
"Approximating Nash Equilibria in Normal-Form Games via Stochastic Optimization","Keywords: game theory, stochastic optimization, nash equilbrium, normal-form game, x-armed bandits","The empirical section (6.2) could use some additional explanation/discussion. The baselines that are compared against should be explicitly stated in the body text (and cited appropriately) instead of just stating that they are the baselines used in Gemp et al. 2022's simulations.
The flow of Section 6 generally could be improved (one suggestion is provided below).","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Approximating Nash Equilibria in Normal-Form Games via Stochastic Optimization","Keywords: game theory, stochastic optimization, nash equilbrium, normal-form game, x-armed bandits","The loss function only captures fully mixed equilibria. The authors address this by considering quantal-response equilibrium. As a result, a zero loss can only serve as an approximation to a Nash equilibrium.
There is limited empirical evaluation on real-world games. Most experiments involve small synthetic games from previous research. It's possible that more complex games may expose certain limitations.
SGD encounters issues with saddle points in certain games, which is a common challenge in non-convex optimization.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Approximating Nash Equilibria in Normal-Form Games via Stochastic Optimization","Keywords: game theory, stochastic optimization, nash equilbrium, normal-form game, x-armed bandits","I do not see major weaknesses in this work, though I am not an expert in this field.","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Multi-Source Diffusion Models for Simultaneous Music Generation and Separation","Keywords: source separation, probabilistic diffusion models, music generation","The results of the paper would be made stronger with more discussion of the computational footprint and details for training and inference. How does the footprint compare to Demucs or other methods? How does does computation scale with the amount of data?
Further, some brief qualitative analysis of the results might be warranted. Do the authors have an explanation for the relative performance on certain stems relative to Demucs? What are the high-level takeaways from the qualitative results in Table 3 beyond those that the reader could intuit or speculate about?
Some feedback on the manuscript:
Section 2.1, in the last paragraph: should ""the minute"" read ""a minute"" denoting duration of the context length?","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Multi-Source Diffusion Models for Simultaneous Music Generation and Separation","Keywords: source separation, probabilistic diffusion models, music generation","Adding details on the correction step could make the paper even more self-contained.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Multi-Source Diffusion Models for Simultaneous Music Generation and Separation","Keywords: source separation, probabilistic diffusion models, music generation","I think the paper would benefit from some additional discussion of the computational and data requirements of the proposed method. Presumably separation time is linear in the number of inference steps (plus correction); it would be nice to see this explicitly compared to Demucs with and without Gibbs sampling. Similarly, if the proposed method is more data-hungry than discriminative methods such as Demucs (e.g. if the proposed method is not competitive when trained/evaluated on MUSDB), this might be worth emphasizing further. Parameter counts for each method would also be nice to see.
Based on the listener study and provided listening examples, MSDM struggles to produce coherent and high-quality generations -- even when judged in the context of its synthetic training data. To my ears, it seems like tempo sometimes degrades within the model's 12-second context for unconditional generations, and for imputation generations when strongly metric signals (drums, bass) are not given as conditioning. Overall, the separation results seem much stronger than the generation results.","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Multi-Source Diffusion Models for Simultaneous Music Generation and Separation","Keywords: source separation, probabilistic diffusion models, music generation","The paper is well-written. I have some minor comments. If it can be clarified, the significance of the work will be increased.
The idea of using a generative way to model audio and solve multiple audio tasks in one model is not a new idea. For example, we have a unified VAE approach to do source separation and transcription [1]. Of course the current work is novel but it would be better to include those studies and compare the approaches in related work.
What is the novelty compared to NCSN-BASIS? Any intuition for MSDM Dirac? Is it a marginal improvement from existing methods, or not?
The introduction of ISDM method is not clear. Is it a baseline method where the assumptions are obviously wrong? Is it another valid approach? Compared to MSDM, is there a trade-off in terms of generation quality and separation performance?
The introduction of correction step is okay. Since it is evaluated in the experiment section, could you explain more in the paper? What is the statement to be expected prior to the experiment regarding correction step?
[1] Liwei Lin, Gus Xia, Qiuqiang Kong, Junyan Jiang: A unified model for zero-shot music source separation, transcription and synthesis. ISMIR 2021: 381-388","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"LEGO-Prover: Neural Theorem Proving with Growing Libraries","Keywords: Theorem proving, Large language model, Autoformalization","1. Comparison to baseline is not very strong
In my understanding, the best-performing prior work Subgoal-Learning (Zhao et al., 2023) does not get the human written informal proof, so the natural comparison is between this baseline and LEGO-Prover (model proof). The improvement on miniF2F-valid is from 48% to 52.4%, which is a 4.4% improvement. This is decent, but not huge given the complexity of the method and amount of additional LLM queries required (which could have been used just running more iterations of the other approach, for example).
Additionally, there's no comparison on miniF2F-test for LEGO-Prover (model proof) which seems important to include if following the above interpretation as the main result.
I also find one of the main results in the abstract misleading: the 48% to 57% improvement is actually between the baseline (which gets 100 attempts) and LEGO-Prover-Star which is a combination of LEGO-Prover (model proof) and LEGO-Prover (human proof) which in my understanding each get 100 attempts. This doesn't seem like a fair comparison since there's a combined 200 attempts used in LEGO-Prover-Star. (I'm open to revising this if there's an explanation I'm missing or I'm misunderstanding the setup here of course).
2. Comparison to ablation is not very strong
The ablation of the skill library changes the 50-attempt solution rate of the method on the validation set from 47.1% to 50.4%. This 3.3% solution rate gain is not much for the complexity of the proposed method. I like the idea of the skill library and I do believe that by experimenting with variations on the approach the authors can achieve greater results, but as-is the library doesn't seem to add much.
The library version must also involve far more and far larger queries to the LLM, given all of the lemmas included in prompts and the fact that for every 3 problem solving attempts there are 8 evolving attempts. Simply using all those extra tokens for more attempts at solving the original problems would likely provide a lot of benefit and could conceivably close the 3.3% gap (this could of course be disproven through an experiment, and would be a valuable thing to include).
3. Could use more details at certain points, and overall readability
It took me a very long time to understand the method; in part this is just due to the many moving pieces, but I think the explanation itself could also be improved and I'll do my best to lay out some of my confusions/thoughts which I hope will help the authors.
I think that presenting the top level algorithm loop first would greatly improve this: that LEGO-Prover makes 100 passes through the miniF2F dataset and in each pass makes a single attempt at each problem in the dataset using the Solver (which is composed of two pieces: Decomposer and Formalizer). And that concurrently, for every 3 problems attempted it makes 8 attempts at solving any pending Lemmas that are proposed but unsolved (and also it calls the Directional Transformer to evolve them? Though I'm unclear on how much that is called relative to the Request Solver). A very high level schematic and brief description early on could be helpful for this – as is, I found myself trying to understand the 4 pieces (Decomposer, Formalizer, Request Solver, Directional Transformer) somewhat independently only to find later that there's this larger 100 pass cycle split into two concurrent processes, which came as a surprise around page 6 (until then I was just unsure when the lemmas got evolved/proved during this whole process), though perhaps I've missed some earlier discussion.
A bit more clarity could also be used in this top level loop, which I'll leave questions on in the Questions section.
Figure 2 was quite difficult to understand (though I appreciate how nice the visuals are). I left some notes in the ""minor"" section around tweaks that could help with that.
Figure 1b is meant to be an overview but I also struggled to understand it, and it doesnt include a depiction of the Request Solver (which seems important – when are the lemmas solved?). These figures all make sense to me now having read the paper, but they didn't help as much as I would hope for understanding the idea at a glance. This isn't a huge negative, but it would have been nice to get more of a feel for the overall setup from these splash figures.
minor suggestions:
In the related work on skill libraries it'd be worth mentioning DreamCoder (Ellis et al 2021)
At a glance it's difficult to see that Fig 2 is actually two subfigures – spacing them out more and/or making a thicker/different line between the two would help readability.
I'd suggest that Fig 2 should not reuse ""skill library"" in all 3 places, it should separately be lemma store, request store, and problem store. It was quite confusing that things labelled as ""retrieved skill"" and ""formal statement"" and ""request"" and ""similar skill"" (using labels in top right of each box) are all coming out of the skill library in different situations. Alternatively, something like color coding the different parts of the store and using color to show which is used in each place. This would just generally help for readers who glance at the figures before reading through the whole setup.
The main text having a table containing just the system messages from the prompt (can abbreviate away the ""expert mathematician"" bit) would be immensely helpful if space permits – looking to the appendix for those was key for my understanding. This would immediately clear up a lot of things, such as how the decomposer is producing two different outputs.
Section 3.3 has a ""Table ??"" where the reference must have broken; likewise there is a ""Figure ??"" and a ""Fig. ?? (a)"" near the end of 4.2
at the bottom of page 5, the phrase ""As depicted in Fig. 7"" should be moved a few sentences ahead – Fig 7 has the prompt, which is only relevant to the latter sentence ""Finally, the request solver prompts the LLM to generate the proof for the request.""
Missing period at end of first paragraph of section 2","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"LEGO-Prover: Neural Theorem Proving with Growing Libraries","Keywords: Theorem proving, Large language model, Autoformalization","I don't see any major weakness in this paper except for that the authors can perhaps write down the pseudo code of their algorithm to make the inter-components interactions more explicit.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"LEGO-Prover: Neural Theorem Proving with Growing Libraries","Keywords: Theorem proving, Large language model, Autoformalization","The paper refers a lot to the figures, but these are not always explained in detail and they are quite complex to understand, with a lot of different components. Figures can be used as a support for the text, but not as a replacement.
The comparison with Thor+expert iteration and Draft, sketch, and Prove might not be completely fair, as these make use of GPT-3 instead of ChatGPT.
It would be helpful to have the workings of the LEGO-prover presented in some algorithmic way, in order to have an overview of the whole pipeline.
Minor: there is a missing cross-ref on p. 8.","6: marginally above the acceptance threshold","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"LEGO-Prover: Neural Theorem Proving with Growing Libraries","Keywords: Theorem proving, Large language model, Autoformalization","I am unsure why the paper splits the miniF2F dataset into valid and test datasets, although the proposed method does not need training.
The proposed method outperforms the previous approaches significantly on miniF2F-valid, but the difference on miniF2F-test is smaller. The paper does not discuss this point.
The paper says, ""Consistent with the (Jiang et al. 2022b; Zhao et al., 2023), each problem undergoes 100 attempts of proving,"" but I cannot find such a setting in the paper of Zhao et al. (2023).
Table 1 includes cells that have no number (represented by ""-""), but there is no explanation nor justification for it.
(Minor) The presentation can be improved. The figures in the paper include code fragments, but it is difficult to read and understand them due to the small font size and the lack of explanation. Regarding the latter, for instance, I cannot find, in Figure 1(b), where the retrieved and new skills go to and come from, respectively.
(Minor) The text can be improved. The paper seems to have several missing citations and incorrect references (e.g., I think ""Figure 3(b)"" on page 9 should correctly be ""Figure 4""). Another issue is that the paper cites the author names of the prior work even where it cites the paper, and vice versa (e.g., ""Subgoal-Learning Zhao et al. (2023)"" on page 7 should correctly be ""Subgoal-Learning (Zhao et al. 2023)"").","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"ASID: Active Exploration for System Identification in Robotic Manipulation","Keywords: sim2real, system identification, exploration","Not per se a weakness of the method but the expectation set by the beginning of the paper. There two aspects that make RL challenging to deploy on real system is safety and sample efficiency. The writing gives the impression that the paper tackles both aspects, when it really tackles the sample efficiency aspect. There is no guarantee that the exploration is safe only that it should be more informative. The proposed approach is interesting as it is and I don't think not dealing with safety aspects is an issue.
Another aspect that does not really fit with the paper is the geometric learning aspect. It does not integrate well with the rest of the paper. The proposed approach is also highly specific and not generally usable. For example, the shape reconstruction is not going to work for complicated objects and will not result in accurate physical simulation outcomes. It is interesting that something like this can be done, but way it is presented and the amount of space available to that aspect makes it hard to fully understand and makes the results sound rather underwhelming.
One aspect that it unclear from the paper is how specific the resulting exploration and task policies are. How generalizable of a policy does the system learn at the end of the day? For example, does the ball pushing policy work only for the specific environment with that breakdown of friction patches and coefficients or is the policy more general and can be used to push balls in a variety of environments? Put differently, do I need to learn a new task policy and calibrate the simulator for every minor varioation of the task description?
The work mentions that it assumes the optimal policy can be found. That is a rather big assumption for RL as finding the optimum is not guaranteed and the other aspect is that often the reward function does not truly represent what we want to optimize for. Does the proposed approach actually need to find the optimum or is a ""good enough"" policy also acceptable?
Overall the experimental results are nicely presented and show good performance. Two things that could be improved are the discussion of the outcomes. There is little information about failure modes and their explanation, for example. The other part is that Section 5.3. makes sense under the hypothesis that good exploration coverage leads to good RL task performance. Is it possible to show this more directly in that section?
As side comment, maybe using \Pi_{task} for the learned task policy, to mimic \Pi_{exp}, could be a nice way to make it even clearer that there are multiple policies and what their goals are.","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"ASID: Active Exploration for System Identification in Robotic Manipulation","Keywords: sim2real, system identification, exploration","The main weakness for this paper is that this pipeline is very similar to other exploration methods model-based RL. For example: Shyam P, Jaśkowski W, Gomez F. Model-based active exploration. In International conference on machine learning 2019 May 24 (pp. 5779-5788).
Pathak D, Gandhi D, Gupta A. Self-supervised exploration via disagreement. In International conference on machine learning 2019 May 24 (pp. 5062-5071).
In fact, the pipeline is quite similar to Shyam et al. albeit the metrics and models used are different. However, due to the similarities in the process, those papers should be discussed and, ideally, included in the comparison.
While the experimental section is one of the strengths due to the evaluation in a realistic robotic scenario, the methods should also be evaluated on standard benchmarks for comparison, such as HalfCheetah. The baseline used [Kumar2019] seems very weak (in Fig 4 it does not explore at all). Furthermore, the work of Kumar2019 does not seem to be related to exploration with mutual information as stated in this work.","5: marginally below the acceptance threshold","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"ASID: Active Exploration for System Identification in Robotic Manipulation","Keywords: sim2real, system identification, exploration","More detail on why the Fisher Information is used vs other methods (observability Grammian, Kalman Filter covariance).
The numbers in the heatmaps in Figure 4 are hard to read, maybe block font for the numbers?","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"ASID: Active Exploration for System Identification in Robotic Manipulation","Keywords: sim2real, system identification, exploration","Presentation/clarity can be improved: specifically, the abstract and introduction mostly describe the field of active exploration for system identification and adaptive control, as opposed to the specific method proposed, which appears to overstate the paper’s novelty. Furthermore, the approach warrants a better intuitive explanation. As I understand it, the Fisher Information objective attempts to quantify the sensitivity of model parameters to trajectories expected given some policy. Therefore, maximizing this objective yields a policy that, when executed, yields the maximum additional information about the model parameters.
Lack of baselining/adequate discussion of other methods that use the Fisher information objective. The statement “As compared to these works, a primary novelty of our approach is the use of a simulator to learn effective exploration policies” seems too strong and overstated given that there are entire fields dedicated to this, and “the application of our method to modern, real-world robotics tasks” is an inadequate claim to novelty.
Literature review can be improved with a discussion of the following:
Bayesian RL/Bayes-adaptive MDPs: M. Duff. Optimal Learning: Computational Procedure for Bayes-Adaptive Markov Decision Processes. PhD thesis, University of Massachusetts, Amherst, USA, 2002.
PILCO:
Deisenroth, Marc, and Carl E. Rasmussen. ""PILCO: A model-based and data-efficient approach to policy search."" Proceedings of the 28th International Conference on Machine Learning (ICML-11). 2011.
Adaptive MPC:
S. M. Richards, N. Azizan, J.-J. Slotine, and M. Pavone. Adaptive-control-oriented meta-learning for nonlinear systems. In Robotics: Science and Systems, 2021. URL https://arxiv.org/abs/2204.06716.
Sinha, Rohan, et al. ""Adaptive robust model predictive control with matched and unmatched uncertainty."" 2022 American Control Conference (ACC). IEEE, 2022.
System identification in partially observable environments:
Menda, Kunal, et al. ""Scalable identification of partially observed systems with certainty-equivalent EM."" International Conference on Machine Learning. PMLR, 2020
Schön, Thomas B., Adrian Wills, and Brett Ninness. ""System identification of nonlinear state-space models."" Automatica 47.1 (2011): 39-49.","6: marginally above the acceptance threshold","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Towards a statistical theory of data selection under weak supervision","Keywords: Data Selection, Empirical Risk Minimization, Influence Functions, High dimensional asymptotics","My main concern is the applicability in general setting and the assumptions in the paper:
There is a concern in that (to my understanding) only the behavior exactly at the the optimum was considered (or at least in a small neighbourhood of the optimum), for example, refering to the equation B.3 (definition of the error based only on optimal values of the parameters); and the assumption B.1.A1. (lack of multiple optimal values). In most non-trivial non-linear models an iterative optimization procedure must be considered, which results in parameters passing through a range of values in addition to the final minima (global or local). In this case, even having a low error at the optimal paramter values will not help the optimization procedure.
There appears to be a dependency of some calculated values on the value of optimal parameters that are to be estimated (\theta^*) starting from the equation 4.2. It was unclear for me whether we can use estimates of such parameters and how correct would be the final results when the assumptions are violated or some values are replaced with estimates (in case if closed form solutions are unavailable).
Since the paper is aimed at establishing a new branch of the data selection theory, would be nice to state applicability limits (to my understanding, only linear models were considered in the examples, including linear models with simple single non-linearity, such as generalized linear models)","10: strong accept, should be highlighted at the conference","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Towards a statistical theory of data selection under weak supervision","Keywords: Data Selection, Empirical Risk Minimization, Influence Functions, High dimensional asymptotics","I think that some parts of the paper are hard to follow and could be more clearly written (for instance, Sections 4-5). I understand that due to space constraints, presentation could be more challenging.
I do not find some other significant weakness.","8: accept, good paper","2: You are willing to defend your assessment, but it is quite likely that you did not understand the central parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Towards a statistical theory of data selection under weak supervision","Keywords: Data Selection, Empirical Risk Minimization, Influence Functions, High dimensional asymptotics","The presentation is quite technical. Readers who are not experts in this area may find this paper hard to follow.","5: marginally below the acceptance threshold","2: You are willing to defend your assessment, but it is quite likely that you did not understand the central parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Towards a statistical theory of data selection under weak supervision","Keywords: Data Selection, Empirical Risk Minimization, Influence Functions, High dimensional asymptotics","The primary limitation of this paper, to the best of my understanding, is that all mathematical analyses beyond Section 4 assume that the surrogate model is equivalent to the optimal Bayes conditional distribution. In other words, the sample selection process somewhat presumes knowledge of the true label distributions. Consequently, the authors have not been able to provide a sound theoretical justification for the ""magic"" effects claimed in Figure 1. This drawback significantly affects the significance of the work, in my opinion.
Theorem 1 asserts that
ρunb/ρnr
can grow arbitrarily large by selecting the feature vectors' distribution in an adversarial manner. However, can the same be said for
ρnr/ρunb
? What happens when the feature vectors' distribution is more generic, such as Gaussian? Without additional guarantees in these respects, the theorem may lack substantial significance.
All the mathematical analyses in this work are based on asymptotic conditions (
n,N→∞
with
n/N→γ
), which remain intriguing but could be expanded to encompass a broader scope. For instance, non-asymptotic guarantees and cases where
n/N→0
could be explored.
The section related to high-dimensional analysis exclusively considers a linear model with Gaussian feature vectors. Additionally, it assumes that
N/p
converges to a known constant. These assumptions offer room for extension and relaxation.
This paper is densely packed with intricate mathematical statements, often presented in a dense manner. Many results, sometimes unrelated, may require more context and explanation than a ""9-page limit"" can accommodate. In this regard, the authors might consider submitting their work to a journal to allow for a more comprehensive presentation.
Paper has no conclusions section.
Minor comments:
In Theorem 2: ""an non-empty"" -> ""a non-empty"".","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Mastering Memory Tasks with World Models","Keywords: model-based reinforcement learning, state space models, memory in reinforcement learning","My biggest concern is the lack of an explicit literature review/ related work section, which I would suggest to include in the appendix. Specifically, I believe that it is of special relevance to include a more in-depth comparison between R2I and S4WM -currently briefly mentioned in the conclusions- since both combine DreamerV3 with SSMs.
Also, I noticed there are no mentions about making the code available. Thus, it would be specially benefitting for reproducibility if authors include a summary of the alg in pseudocode at the appendix.
-- After Rebuttal --
Authors addressed very well all my concerns, the paper now presents clearly its differences with respect prior work and with a well documented code reproducibility should be easy to reproduce. I believe this will be a very relevant work for the RL community","10: strong accept, should be highlighted at the conference","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Mastering Memory Tasks with World Models","Keywords: model-based reinforcement learning, state space models, memory in reinforcement learning","Despite the conducted ablation in Appendix O, the question on why the different input variations work differently across environments still remains open. And the raised hypothesis on “feature instability” sounds vague and not properly backed up by a solid argument. It would be great to provide a better understanding of this challenge to give more clarity on how the method works, but I understand this is a difficult open problem that demands a careful investigation.
The work adopts SSMs to address the challenge of handling long-term dependencies in RL (memory and credit assignment). Nevertheless, it does not motivate the employment of Dreamer (or, more generally, Model-Based RL). I think it is important to describe and motivate why Dreamer was used instead of Model-Free RL, as it is not clear why MBRL would be better than MFRL for these memory tasks (unless there is another motivation besides asymptotic performance, such as sample efficiency).
In the same line, Figure 4 brings some “memory-augmented” Model-Free baselines, but it lacks “PPO + SSMs”. This baseline would definitely clarify my concern. If there is no constraint in the sample budget, it is possible (perhaps expected) that the MFRL agent would perform better.
In Section 4.3, the claim of “not sacrificing generality” is questionable. There is a small drop in performance. For instance, in Appendix J (DMC-proprio), DreamerV3 is (at least) slightly better in 6 tasks. In Appendix K (DMC-Vision), 8 environments. In Appendix L (Atari), 10 environments. I suggest rephrasing the claim to account what is observed in the Appendices.
The work from Deng et.al [1], proposing S4WM, looks very similar to the proposed one. Indeed, both works propose replacing the RSSM with SSMs with the same motivation: improving memory capabilities. The work on S4WM was publicly released approximately 2.5 months before this submission, which can be seen as concurrent work. Nevertheless, I believe the work is almost overlooked by the proposed paper, which has a small citation in Section 5. Given the similarity, it would be crucial to provide a more detailed comparison contrasting both works, in terms of methodology and evaluation, perhaps in the Introduction or in a separate Appendix.
Minor Concerns
In Appendix H, task Autoencode: the episode length for the Hard task is 156. Is that right? I believe it is supposed to be 256.
References
[1] Deng et. al. Facing off World Model Backbones: RNNs, Transformers, and S4. NeurIPS, 2023.
Summary of the Review
The work brings an effective improvement on World Models due to a well-motivated employment of State Space Models. This validates this architecture and extends its effectiveness in dealing with sequences in RL. The work does a great job in empirical analysis, anticipating many questions and answering them with extensive experiments and ablations. On the other hand, I believe the paper could be improved if the aforementioned concerns were addressed. Nevertheless, these concerns are not critical enough to prevent acceptance.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Mastering Memory Tasks with World Models","Keywords: model-based reinforcement learning, state space models, memory in reinforcement learning","Limited contribution. It is notable that there already exists a S4-based world model, namely S4WM [1]. Despite minor design choices, the major difference of this paper is that it conducts MBRL experiments while S4WM only conducts world model learning (e.g. imagination and reward prediction). However, in my humble opinion, it is not surprising that improvements in long-term memory can lead to improved MBRL performance in memory-demanding domains.
Three kinds of actor and critic inputs are introduced, namely, output state, hidden state and full state, which results in a critical design choice to be tuned for each domain. Although the authors provide some takeaways to select between them, it is not always true. For instance, output state policy is utilized in memory-demanding environments, Bsuite, while hidden state policy is used in non-memory environments, DMC.
The authors claim that R2I does not sacrifice generality for improved memory capabilities. However, there is a clear trend in Figure 6, that R2I performs worse than Dreamer in standard RL tasks.
Some inaccurate statements. For example, the authors say R2I's 'objective differs from ELBO in three ways', but to my knowledge, these three points are all borrowed from DreamerV3 but without explicitly being mentioned in the text.
[1] Deng et al. Facing off world model backbones: Rnns, transformers, and s4.","6: marginally above the acceptance threshold","5: You are absolutely certain about your assessment. You are very familiar with the related work and checked the math/other details carefully."
