"Papers_Title","Papers_Keywords","Papers_OfficialReview_list1_StrengthandWeakness","Papers_OfficialReview_list1_Rate","Papers_OfficialReview_list1_Confidence"
"Representational Continuity for Unsupervised Continual Learning","Keywords: Continual Learning, Representational Learning, Deep Learning","Strengths
Rethinking continual learning with unsupervised representation learning is interesting, and empirical results indicate that most supervised continual learning methods can be improved by the proposed approach.
A bunch of experiments have been conducted to demonstrate the effectiveness of the proposed approach in various settings. And several visualizations have also been included for a better understanding of the learned features.
Weaknesses
[Missed Comparison with CURL]
Though the authors criticised that Continual Unsupervised Representation Learning framework (CURL) to be limited by digit-based gray-scale datasets, no direct comparison with CURL is done by following their evaluation protocol. Adding this result could better reveal the difference between the proposed method and CURL in terms of effectiveness.
Beside, the evaluation of cluster quality used in CURL seems to be an important evaluation metric in unsupervised continual learning, which has not been used in the paper.
[Degraded Performance of DER and MULTITASK] \ In the Table 1, we see that the proposed unsupervised continual learning can improve all baseline methods except DER and MULTITASK. A clear explanation about this performance drop should be added.
[Qualitative Analysis] \ Why the visualization of feature maps stops at
T13
, while the loss landscape visualization continues to
T19
? And in Figure 5, the difference between SCL-DER and LUMP is hard to interpret.
[Why Not Directly Use Unsupervised Learned Presentations]
As an important purpose of the unsupervised representation learning is to learn a powerful embedding space that can be quickly fine-tuned for latter down-stream tasks. Why don't we consider a baseline where the feature backbone is initialized with SimSiam or Barlow Twins, and directly fine-tune them on a sequence of tasks. This is probably not considered in the standard continual learning, but the results of this baseline could be informative to the community of both domains.","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Vision-Based Manipulators Need to Also See from Their Hands","Keywords: reinforcement learning, observation space, out-of-distribution generalization, visuomotor control, robotics, manipulation","Strengths
Well motivated idea
Compelling results
Overall clearly written
Good ablations and the idea is shown for multiple algorithms and in a wide variety of settings
Interesting approach to generalize the hand camera to settings with a higher degree of partial observability
Weakness
zshift
is only explained in the appendix, it should be explained in the main paper.
The information bottleneck technique harms performance initially
Suggestions for improvement
In concurrent work, Szot et al (NuerIPS 2021) also used a hand/arm camera to learn manipulation policies and found similar trends. It may be worth citing as additional support for these finding.
How useful is the data-aug in DrQ for the hand camera? Part of the argument for DrQ is to reduce overfitting of the Q function during training. Perhaps with the hand camera you no longer need aug?
What about recurrent policies instead of the third person camera?
Szot et al: https://arxiv.org/abs/2106.14405","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Vision-Based Manipulators Need to Also See from Their Hands","Keywords: reinforcement learning, observation space, out-of-distribution generalization, visuomotor control, robotics, manipulation","Specifics about the training
84x84 RGB input images.
outputs 3D end-effector position relative to the robot base, 1D gripper width, and a boolean contact flag for each of two gripper fingers. No rotation.
Three learning algorithms: Dagger, DrQ, DAC.
The experimental set up to show that hand perspective is better than third perspective involves picking up a cube (which is somewhat trivial task and naturally favours hand perspective). My first impression was that it's certainly helpful to have hand perspective as it always gets a close up / zoomed-in view of the object free of any occlusions etc. so it makes sense that the hand perspective performs better. However, if you have a more complicated manipulator e.g. hands the self occlusions from fingers and as the hand starts to cage the object, you'd need a third person view to get a better view of the object. Secondly, I feel adding rotation in the end-effector target (which the current output parameterisation doesn't include) could make things even for third perspective too. Is there a reason why the network only outputs just 3D end-effector position? For this particular task I believe you don't need rotation but any general task you'd need to also parameterise rotations as rotations will bring occlusions for hand perspective too.
In the 6 meta-world tasks, they show that combining a third perspective together with information bottleneck regularisation leads to better generalisation. Though most (if not all) of these tasks involve decision making that has more to do with the object they are reaching to and less about doing any long horizon interaction with scene or other objects in the scene after interaction with the object they are reaching to.
The paper seems to suggest that a zoomed-in view of the object by using a hand perspective almost always helps which I agree with. It seems to highlight the design choices that we regularly make when doing manipulation with raw observations need to be carefully looked into. Although this is not the first paper to show that e.g. https://arxiv.org/pdf/2012.07975.pdf have also shown that adding hand perspective helps. This paper was also not cited.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Vision-Based Manipulators Need to Also See from Their Hands","Keywords: reinforcement learning, observation space, out-of-distribution generalization, visuomotor control, robotics, manipulation","The paper is well motivated, clearly written and coherently structured. The exposition of the main ideas is linear and easy to follow. The contribution is clear, well presented and well motivated. The notation and the formulation of the proposed method are clearly presented. Claims are supported by thorough experimental results. Figures and tables are presented in a nice and easily readable way, and help grasping the contribution of the study. Videos are also helpful in understanding the experimental setup and the results in a qualitative way. You mention tactile signals as a good example in robot manipulation of local streams of information. What is the applicability of your study to the tactile sensor modality? It may be that some of the tasks could be solved using proprioceptive information only - do you have results using proprioception only as your observation space? Comparing the results presented in the paper with results obtained with proprioception only would be instrumental to understand the effect/contribution of vision (especially in the case of O_{h+p})","N/A","8: accept, good paper"
"Meta-Learning with Fewer Tasks through Task Interpolation","Keywords: meta-learning, task interpolation, meta-regularization","Pros
The paper is well written and easy to follow.
The idea of interpolating tasks in a meta-learning setting is novel, intuitive and simple. Although previous work exists that augment the number of tasks, this is the first approach that augments across tasks (rather than within task).
The authors shows good result on different datasets, settings and backbones.
Cons
I feel like results in more “traditional” (and larger) FSL datasets are missing. For example, it would be nice to see results in tieredImagerNet or metaDataset.
I also feel that the authors introduce the method as being a general meta-learning approach, but only show results on image. classification/regression. It would be nice to see results in other domains such as RL/NLP/etc tasks.
I find the theoretical analysis difficult to follow and potentially not very informative to the rest of the paper (that been said, I am not an expert on generalization theory/Rademacher complexity and cannot properly validate it).","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Meta-Learning with Fewer Tasks through Task Interpolation","Keywords: meta-learning, task interpolation, meta-regularization","[Strengths] The work provides extensive theoretical analysis to provide theoretical guarantees as to how the proposed MLTI task interpolation method achieves better generalization. In contrast, previous methods that have employed common augmentation methods (e.g., label noise, CutMix, MixUp) without theoretical guarantees. The work introduces scenarios that are more challenging than standard benchmarks by limiting the number of meta-training tasks. The work provides extensive experiments across various datasets under such challenging scenarios and demonstrates better performance than previous methods, providing empirical support for the effectiveness of the proposed task interpolation method.
[Weaknesses] I believe the work has minor technical novelty compared to the related work by Ni et al [1]. In particular, Ni et al. [1] performs several augmentations for meta-learning, one of which is MixUp for tasks. Using MixUp between any given pair of classes, Ni et al. [1] also creates new tasks.
[Comments] In Related Work section, the work states that compared to work by Ni et al. [1], the proposed method directly desnifies the task distribution. But, doesn’t [1] effectively densify the task distribution, where a new task can consist of new classes that are constructed by using MixUp on pairs of classes? As such, I believe more discussions on this issue should help better differentiate the work from the related work. Why does the proposed method randomly sample a location where features are to be interpolated? Is there an ablation study on the sampled location? I wonder if this technique is what makes the proposed method perform better than other works. I’m curious as to whether the proposed method, without this technique, still performs better than other works. The ablation study on this would be helpful for better understanding of differences from other works. Also, how does it compare with related works on standard benchmarks, such as miniImageNet. I think that the proposed method should still work with a larger number of tasks and believe that these experimental comparisons can strengthen the contributions of the proposed method.
[1] Ni et al. Data Augmentation for Meta-Learning.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Meta-Learning with Fewer Tasks through Task Interpolation","Keywords: meta-learning, task interpolation, meta-regularization","strengths
Although nifty, the idea of pair-wise task interpolation is an incremental change over the existing data augmentation approaches. The theoretical results, highlighting the relationship between task interpolation and the Rademacher complexity, are non-trivial extensions of the Zhang et al. ICLR 2021 and Yao et al. ICML2021 to account for pair-wise task interpolation. I view this as the primary contribution of the paper.
The comparison against existing data-augmentation baselines for both metric- and gradient-based meta-learning approaches is quite exhaustive. Furthermore, MLTI is tested on a wide variety of datasets. While the improvement on each dataset is only marginal, the consistent improvement in all datasets and across all approaches strengthens the paper’s contribution.
The paper is well-written and easy to follow.
Concerns
Current approaches in meta-learning rely on heavier backbones such as ResNet. As the goal of all the meta-learning methods is to improve the model’s generalizability, I think it is fair to evaluate the effectiveness of MLTI with heavier feature extraction backbones. Such a comparison is relevant as the proposed task interpolation is conducted on the features extracted from some intermediate layer of the network.","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Meta-Learning with Fewer Tasks through Task Interpolation","Keywords: meta-learning, task interpolation, meta-regularization","Strength 1. This paper proposes a novel task-augmentation method, which is affected by Manifold Mixup, which can be applied to many existing few-shot learning tasks. 2. The theoretical analysis shows that the proposed MLTI augmentation has a regularization effect and leads the meta-learner to have a better generalization capability. 3. Extensive simulation results on variety of few-shot learning datasets and two representative few-shot learning methods show that the proposed MLTI is highly effective for meta-learning with fewer data.
Weakness 1. Comparison with the prior methods in large dataset is missing. For example, in Table 3, the comparison results are provided only for small datasets or reduced version of large datasets. However, the proposed method is not restricted to small dataset. The ablation experimental result in Figure 2 shows that proposed MLTI is still effective when the full miniImageNet/DermNet dataset is used, although the performance gain becomes small when the full dataset is used. I suggest the authors to include the comparison of MLTI and prior methods with full size of miniImageNet and DermNet.
Question 1. In Section 3, the authors mentioned that it is intractable to calculate prototypes with mixed labels. However, in prior work on semi-supervised few-shot learning [1], the prototypes are computed using soft-labels. What happens if we compute prototypes using soft-labels as done in [1]? 2. Some additional studies on the interpolation layer would be helpful for understanding the proposed method. In Algorithm 1 and 3, the interpolation layer
l
is randomly chosen in step 7. What happens if we fix
l
instead of randomly sampling
l
for every iteration? In that case, how are interpolating at lower layer and interpolating higher layer different?
Typo: In last line of page 4, there is a typo (regularizaiton -> regularization)
[1] Ren, Mengye, et al. ""Meta-Learning for Semi-Supervised Few-Shot Classification."" International Conference on Learning Representations. 2018.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Meta-Learning with Fewer Tasks through Task Interpolation","Keywords: meta-learning, task interpolation, meta-regularization","I found the approach to be simple and relatively well explained, including ablations studies on large-point questions I had while reading, including its behavior and effectiveness for different sizes and number of classes in the original base dataset, as well as effects of inter- and intra- task interpolations.
The key difference between this work and MetaMix (Yao et al 2020) is incremental but important: MetaMix will run the inner loop on the unmodified support set only, and use a mix of support+query in outer loop comparison optimization, whereas this work interpolates support set in inner loop as well. This difference enables between-task interpolation which adds additional augmentation particularly in settings where few tasks can be drawn from the base data.
I didn't follow much of the theoretical sections in detail, and had to look at the appendix proofs to even understand some of the notation in the main text. In my somewhat limited understanding they seem reasonable. These claim to show a theoretical generalization improvement in simplified settings (binary classification of single layer model, linear protonet feautres).
Additional questions:
NLS: In addition to a single set of correspondence pairs, the input examples for each class can be mixed with all-pairwise-combinations. How many combinations are used? That is, for two sets of k examples {xs_i} and {xq_j} (i,j in 1..k), one can form k^2 interpolated examples {a xs_i + (1-a) xq_j} using each i,j combination. Are all of these combinations formed or just a single set of k pairings? If using more than k pairings, this would change the task from k-shot to k^2-shot; but the l-layer features for each of the k^2 combinations could be computed, and then up to (k^2 choose k) tasks could be selected from these and used in the upper layer loss comparisons. For k=5 that would increase interpolated pairs from 5 to 25, but potentially get up to 53130 upper layer loss comparisons from each task pair sample -- would this get even more benefit from this task augmentation technique?
eq 5: what does the name of the subscript ""cr"" mean (does it stand for something)?
It could be useful to have a more explicit explanation of differences with MetaMix. MetaMix will run the inner loop on the unmodified support set only, and use a mix of support+query in outer loop comparison optimization, whereas this work interpolates support set in inner loop as well. This is already mentioned at a high level (fig 1 caption and sec 5 last paragraph), but I think it could be even clearer by pointing out the difference in the discussion around eq 5, that support set H^s,Y^s in the inner loop is mixed between tasks, whereas in MetaMix, only the H^q,Y^q are replaced by mixing.","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"DISCOVERING AND EXPLAINING THE REPRESENTATION BOTTLENECK OF DNNS","Keywords: representation bottleneck, representation ability, interaction, explanation","Strengths
The paper is well-written and easy to follow. In particular, Figure 1 and 2 support the concept of representation bottleneck reasonably well.
Two questions the authors raise about DNNs are rational, and prove convincingly that this phenomenon is a common problem of DNNs.
The idea of describing the representation of the DNN using multi-order interaction utility is good and easy to understand.
Weaknesses
The authors propose two losses to encourage/penalize DNNs to learn interactions of specific orders and show the results in Figure 4. This loss can stimulate interactions of specific orders well. High-order DNN seems to have been fully explained and experimented, but not on middle-order and low-order interaction. I wonder why the authors didn't explain it in detail.
The authors conduct several experiments, but these show similar results, making it difficult to gain new insights. And it is difficult to understand what Table 1 means and shows.
Although this paper shows good enough insight to others, it would be good to present directions for solving the problem of representation bottleneck or providing a clear problem definition for future works.
I know it’s due to the limitations of the amount, but putting too many formulas and terms into the sentence. Instead of including all the formulas in the sentence, it would be better to reorganize it and make it easier to legible.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"DISCOVERING AND EXPLAINING THE REPRESENTATION BOTTLENECK OF DNNS","Keywords: representation bottleneck, representation ability, interaction, explanation","[Strength]
This paper discovers a very interesting tendency (called representation bottleneck) in existing DNNs, i.e., a DNN is usually more likely to encode low-order and high-order interactions, but difficult to encode middle-order interactions.
This paper analyzes theoretically the reason behind the bottleneck. Moreover, the simulated results based on Theorem 1 well match the real cases, which validates the theoretical reason.
From the perspective of the bottleneck, the authors explore the difference between DNN learning and human learning, which provides the key idea of the proposed two losses.
To relieve the bottleneck phenomenon, the authors propose two novel losses to enable DNNs to learn interactions of any specific orders.
Experimental results demonstrate the effectiveness of the two losses, and show that middle-order interactions can provide useful information for classification.
[Weakness]
The explanation for the representation bottleneck is not intuitive enough.
There is a lack of discussion why the trained DNNs do not achieve a significant improvement than a normally trained DNN.
The experiments on adversarial robustness can not well support the conclusions, since they were only conducted on tabular datasets.
[Suggestions]
I would suggest the authors give an additional illustration of the intuition behind the proof for the bottleneck.
It’s expected to give guidance on how we can use the two losses to boost the classification performance.
It’s not clear why the output change in Eq.(5) can represent interactions of specific orders.
The authors are suggested to report results in terms of adversarial accuracy on more datasets such as image data.
The authors are suggested to clarify whether the proposed two losses will increase the time complexity.
After carefully reading the response, other reviews, and the revised version of the manuscript.
The added proof skeleton makes the theory more clear and intuitive.
New experimental results show a strong connection between representation capacity and interaction orders, which may inspire follow-up studies.
Overall, I think this work is insightful and may make a great impact on both training and explaining of deep neural networks. I have modified the score accordingly.","10: strong accept, should be highlighted at the conference","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"DISCOVERING AND EXPLAINING THE REPRESENTATION BOTTLENECK OF DNNS","Keywords: representation bottleneck, representation ability, interaction, explanation","The research topic of this paper is significant in understanding the representation power of deep neural networks, and is interesting to the entire community of deep learning. The writing of this paper is clear enough, and the main contents are easy to follow.
Strengths:
The definition of the relative interaction strength is elegant.
The theoretical and numerical analysis in Section 3.2 is novel and interesting.
The loss functions to encourage or penalize interactions of certain orders are also novel and very natural.
There are experiments showing the effects of these loss functions and connecting them to properties such as accuracy and robustness.
However, there are several concerns of this paper. The following are about theory.
Regarding Thm 1, how reasonable is the assumption that
∂∂WΔv(i,j,S)
is a Gaussian? At least some numerical validations should be made here.
Regarding the simulation in Fig 3, there is still a tiny gap between the blue and orange curves, which does not look like a random pattern. Can you explain where this gap comes from?
Regarding equation 5, there are two issues. First, it is confusing to reload the notation
Δv
. I would recommend using another symbol. Second, are you missing an expectation in this equation?
In equation 7, it is clearer to write
L+(r1,r2)
rather than
L+
. Simimlar in equation 8.
Regarding equation 9 and simulations in Fig 4, it is possible to use multiple
L+
or
L−
with different
(r1,r2)
pairs? If so, why are you not using it? I feel this can provide more flexibility and is therefore potentially more useful.
There are also concerns regarding experiments. In summary, the experiments are not extensive and cannot well support the findings.
Regarding accuracy, what can we read from Table 1 (left)? The numbers seem random.
Regarding structural representations, Fig 5 & 6 make some sense, but what about other masking methods?
Regarding robustness, Table 1 (right) tells us that penalizing low-order and boosting high-order interactions harm robustness. What about doing the opposite, i.e. penalizing high-order and boosting low-order interactions? Does it improve robustness?
In general, the experiments are not extensive. In order to better understand the effects of the proposed loss functions, there should be experiments carefully adjusting the
λ
's and
(r1,r2)
's so that we can extract general patterns of the effects.
In addition, I do not see any significant improvement by using the proposed loss functions. Are there scenarios where using the proposed loss functions outperforms standard training in any of the metric (accuracy, robustness)?
Finally, figures and tables are a bit small so hard to read.
Scores can be modified based on authors' feedback and additional experiments.
After rebuttal: I have carefully read the response and added experiments.
The revised theory with milder assumption is great.
The additional experiments are excellent and provide a much more complete picture of the proposed theory.
I have modified the score accordingly.","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"DISCOVERING AND EXPLAINING THE REPRESENTATION BOTTLENECK OF DNNS","Keywords: representation bottleneck, representation ability, interaction, explanation","Strengths:
The novelty of the paper lies in using the multi-order interaction proposed in Zhang et al. (2020) to understand the complexity of interactions in DNNs.
The major strength of the paper lies in the extensive study of different neural networks and datasets to back the claim. Also, the effect of the proposed loss functions
L+
and
L−
on deeper networks like AlexNet, VGG-16, and ResNet-18/20 is quite interesting.
Suggestions:
The number of sets
S
s.t.
|S|=m
is given by
(nm)
. This function increases from
m=1…n2
and decreases thereafter till
n
. Thus, for achieving large
I(m)(i,j)
at
m=n2
, the model needs to capture dependence between the variables
i
and
j
for significantly higher number of contexts, compared to the cases when
m=3
(local context) or
m=n−2
(global context). One may not need the dependence to be large for all possible contexts in the intermediate context length case. Hence, can the authors give an example to explain why the increasing number of contexts in the intermediate contextual interactions doesn't necessarily lead to a small
I(m)(i,j)
always?
Since, the authors consider
v(S|x)=log⁡1−Pr[y^=y⋆]Pr[y^=y⋆
for computing
J(m)
(which depends on the probability scores of a data example), I believe the magnitudes of
v(S|x)
aren't necessarily comparable for different examples. Then, isn't the following definition of
J(m)
a proper relative interaction strength to measure?
𝕜
J(m)=Ex∈ΩEI(m)(i,j∣x)EkE|I(k)(i,j|x)|
The above interaction measure measures the strength of the contextual utility for each example.
In the adversarial robustness experiments, are the low-order and intermediate-order interactions more robust to adversarial attacks? It will be great to have some experiments for intermediate-order interactions, to possibly showcase the fact that neural networks are susceptible to adversarial attacks because of the cognition gap.","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Sparse Communication via Mixed Distributions","Abstract: Neural networks and other machine learning models compute continuous representations, while humans communicate mostly through discrete symbols. Reconciling these two forms of communication is desirable for generating human-readable interpretations or learning discrete latent variable models, while maintaining end-to-end differentiability. Some existing approaches (such as the Gumbel-Softmax transformation) build continuous relaxations that are discrete approximations in the zero-temperature limit, while others (such as sparsemax transformations and the Hard Concrete distribution) produce discrete/continuous hybrids. In this paper, we build rigorous theoretical foundations for these hybrids, which we call ""mixed random variables.'' Our starting point is a new ""direct sum'' base measure defined on the face lattice of the probability simplex. From this measure, we introduce new entropy and Kullback-Leibler divergence functions that subsume the discrete and differential cases and have interpretations in terms of code optimality. Our framework suggests two strategies for representing and sampling mixed random variables, an extrinsic (""sample-and-project'’) and an intrinsic one (based on face stratification). We experiment with both approaches on an emergent communication benchmark and on modeling MNIST and Fashion-MNIST data with variational auto-encoders with mixed latent variables.","This paper was a pleasure to read. The idea is simple and intuitive, and it addresses a recurring issue with commonly-used simplex-valued distributions, allowing to better model sparcity while avoiding diverging likelihoods in the presence of 0s. The paper is clearly written, and the mathematical exposition is formal and well presented. I also believe the idea presented in this paper will be easily used to propose new simplex-valued distributions and be valuable to the community: while the authors propose several instances of mixed distributions, one can easily think of potential alternatives.
My only complaint about the paper is that the experiments focus mostly on sparcity, and not on avoiding ill-defined log-likelihoods, which I actually believe is another benefit of the proposed distributions. For example, the distribution proposed in [1], which is discussed in the paper, addresses learning
p(y|x)
when
y
is simplex-valued in the presence of 0s in the data; which can be handled in a more principled way through mixed distributions. Finally, the experiments are carried out against the Gumbel-Softmax, but not more recent improvements upon it, e.g. [2,3,4]. Nevertheless, I believe the contributions of the paper are enough to warrant publication.
Minor things:
-Section 3.1, when defining a face, I believe ""A face P is any intersection of P with a halfspace such that none of the interior points of P lie on the boundary of the halfspace"" should be replaced by ""A face P is any intersection of P with a closed halfspace such that none of the interior points of P lie on the boundary of the halfspace"" for added clarity.
[1] The continuous categorial: A novel simplex-valued exponential family, Gordon-Rodriguez et al., ICML 2020
[2] Estimating Gradients for Discrete Random Variables by Sampling Without Replacement, Kool et al., ICLR 2020
[3] Invertible Gaussian Reparameterization: Revisiting the Gumbel-Softmax, Potapczyski et al., NeurIPS 2020
[4] Rao-Blackwellizing the Straight-Through Gumbel-Softmax Gradient Estimator, Paulus et al., ICLR 2021
========================================================================================================
UPDATE 1 AFTER REBUTTAL
========================================================================================================
I have read the author's rebuttal as well as the other reviews, and my opinion on the paper remains that it should be accepted. I particularly appreciate the authors adding the suggested additional experiment to an already strong paper.","8: accept, good paper","5: You are absolutely certain about your assessment. You are very familiar with the related work and checked the math/other details carefully."
"Sparse Communication via Mixed Distributions","-''-","Strengths:
The technique in this paper is very solid. I believe the theoretical foundations built in this paper will be useful in the future research on mixed random variables.
The idea of this paper makes sense, and this paper is well written and easy to read.
The experimental results demonstrate the usefulness of the proposed framework.
Weaknesses:
My only concern is that whether ICLR is a proper conference to publish this paper, since it involves some concepts about measure theory and probability theory.","8: accept, good paper","3: You are fairly confident in your assessment. It is possible that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Sparse Communication via Mixed Distributions","-''-","Reasons to accept:
The paper is well-written and appears relevant to recent developments.
The motivation of the paper in relevance to bridging the continuous representations computed by neural networks and other machine learning models with the discrete representations that characterize humans is interesting. Table 1 nicely summarizes the contributions of this work.
The mathematical coverage also seems reasonable.
Extensive experiments on three different tasks, including an emergent communication benchmark. Supplementary material also provides qualitative examples.
Suggested improvements:
Mixed random variables are a standard topic in probability theory. Definitions 1,2,3 appear to be natural in this theoretical context and the same applies to Propositions 1,2. More references in the mathematical and probability literature would be helpful due to the coverage of mixed random variables and associated theory in this literature.
Update after rebuttal: I have read the reviews and the author's responses. This is solid well-written work, my review remains unchanged.","None","8: accept, good paper"
"Sparse Communication via Mixed Distributions","-''-","The authors are encouraged for their good work. Though they do try to introduce ""mixed variables"" (ie random variables consisted by both categorical and continuous data) there are a few unclear points: for example, they consider a (ie one) categorical variable with alphabet K. What is the case when there are more than one categorical points, with different alphabet (eg ordinal data with alphabet X) ? Also, what is the algorithmic complexity with respect to the number of observations, the number/rate of continuous and discrete outcomes and the number of variables (in the case of multivariate mixed variable? Finally, Table 1 is quite unclear to me.","6: marginally above the acceptance threshold","2: You are willing to defend your assessment, but it is quite likely that you did not understand the central parts of the submission or that you are unfamiliar with some pieces of related work. Math/other details were not carefully checked."
"Finetuned Language Models are Zero-Shot Learners","Keywords: natural language processing, zero-shot learning, language models","Overall well-written with compelling results, this paper describes a new language model (FLAN) and shows how it improves upon the zero-shot task performance of previous language models such as GPT-3. While the paper is lacking some additional analysis, I am hesitant to recommend extremely compute-intensive ablations due the large size of the model (137B parameters).
Strengths:
Considers a reasonably wide set of 62 datasets; although the inherent arbitrariness in dataset clustering was listed as a limitation, the clusters look quite reasonable to me, and the removal of overlapping datasets (e.g., ""Reading Comprehension w/ Commonsense"") seems appropriate.
Results are better than a strong Base LM baseline, as well as existing state-of-the-art models (GPT-3)
Overall the approach is intuitive and conceptually compelling
Highly relevant to ongoing work on language modeling, prompt tuning, and zero-shot learning
Weaknesses:
From these experiments, it is unclear whether models are actually ""learning to follow instructions"" or just learning a very large space of tasks from the fine-tuning procedure. In other words, even though prompt variance is reported at inference time, the models could potentially perform just as well with nonsense or missing prompts during fine-tuning. As far as I can tell, no experiments that rule out this possibility exist.
Although qualitatively useful, the analysis in 4.1 does not conclusively show that the number of instruction tuning clusters aids performance, or that this trend is likely to continue with more clusters. Most of the gain could be acquired by tasks which are most difficult, or most similar to the heldout task, and this analysis cannot disprove such an interpretation. A proper analysis would consider more heldout tasks and permutations of training data, but presumably this is prohibitively expensive.
The paper is missing important details about hardware usage and training time
Some possible issues which might be resolved by the additional questions below
Additional Questions:
""For each dataset, we manually compose ten unique templates that use natural language instructions to describe the task for that dataset."" Do you have unique prompts for each dataset or only for each dataset cluster? Based on a cursory look at the supplementary material, I would assume the latter.
I didn't fully understand the justification for the OPTIONS token. Are the fine-tuned models successfully putting (almost) all of their probability mass on the corresponding options? How is the Base LM evaluated (if it's not fine-tuned, presumably it doesn't learn how to handle these options)?
Figure 6A: why does the untuned model see worse performance with more parameters?
Nits:
Figure 1 (Bottom) is possibly misleading, since AFAICT zero-shot FLAN underperforms few-shot GPT-3 on the majority of tasks
Not clear what ""turning the task around"" means for some tasks, or why this is a useful type of prompt diversity","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
"Finetuned Language Models are Zero-Shot Learners","Keywords: natural language processing, zero-shot learning, language models","Pros:
The problem addressed has high practical value: it tries to make large pre-trained language model more accessible to a range of NLP tasks. The ""instruction tuning"" idea will significantly reduce the cost for task-specific fine tuning, labeled data and prompt engineering compared to other approaches.
The method is simple and easy to implement. Authors carefully design the experiment to minimize the leakage between the fine-tuning and inference data. Given that, it still shows superior performance on different types of NLP tasks. The result on specific task can be further improved when adapting with ""prompt tuning"" on labeled data, which shows that the instruction-tuning process does not drop much task-specific knowledge from the original pretrained model.
The analysis presented in the main paper and the appendix is thorough enough. Authors also discussed about the limitation of model when downstream tasks are more similar to language modeling tasks.
Cons: There are still a few questions that can be addressed to make the analysis comprehensive.
Have authors try to use the FLAN prompts on GPT3 or BaseLM and how does the performance look like?
Since instruction tuning will adjust all the parameters in the original pre-trained language model, there is a question what about what is the potential impact of this tuning process? Will it drops any knowledge of any tasks, which will be a disadvantage when the task's labeled data is available? In the Analysis C in the appendix, it will be good to have results for tasks other than classification such as summarization or question answering; and also to have a baseline where the BaseLM model is fine-tuned directly with the task labeled data (without prompt/soft-prompt).","8: accept, good paper","4: You are confident in your assessment, but not absolutely certain. It is unlikely, but not impossible, that you did not understand some parts of the submission or that you are unfamiliar with some pieces of related work."
